title;rating;duration;startTime
Cantata de las cosas solas;5.1;52;1225
He Was a Quiet Man;6.8;100;709
Starforce;5.5;93;317
Harb Atalia;6.1;110;943
Missing Young Woman;7.4;74;724
Max, Sally and the Magic Phone;3.9;94;371
Lost in Liberia;7.6;90;1174
Cipriano;7.2;70;686
Farang ba;7.4;59;1022
A Few Days Later...;5.5;78;1354
Van Helsing;6.1;131;1273
Wild Tigers I Have Known;6.1;88;334
The Last Monk;6.7;110;750
Heart of the Beholder;5.8;106;34
TL-1 Mi reino por un platillo volador;6.7;111;1291
Homeland: Four Portraits of Native Action;8.8;88;1107
Among the Thorns;6.1;46;934
Whispers: An Elephant's Tale;5.0;72;335
Down with Love;6.3;101;995
Indian Summer;6.0;104;696
Kuya;6.9;107;1201
Pride & Loyalty;5.5;100;491
Evil Bong;4.0;86;239
Arthur and the Invisibles;6.0;94;225
Boku wa imÃ´to ni koi wo suru;5.6;122;424
Aside;7.5;91;401
Rancid Aluminum;3.6;91;30
Love Hollywood Style;5.2;89;918
Waking Up in Reno;5.5;91;107
In the Name of Buddha;7.3;147;1287
Way of the Puck;7.0;81;1120
GÃ¶nderilmemis mektuplar;5.7;110;279
Breakin' In: The Making of a Hip Hop Dancer;5.7;56;571
And Then Came Summer;4.6;115;1108
The Staten Island Catapult;7.3;54;814
Ready, Steady, Charlie!;5.1;92;830
Lonely Man of Faith: The Life and Legacy of Rabbi Joseph B. Soloveitchik;8.6;99;853
Prince of the Himalayas;6.7;108;1040
Den sista trippen;3.4;90;461
The Loser Takes All;6.8;121;257
The Contract;5.6;96;66
Chasing the Sun;7.1;86;1280
Night and Day;8.2;61;891
Xuxa and the Lost Treasure's City;2.4;105;756
El amor y la ciudad;4.2;105;533
About Love;6.4;102;740
The Other Side;6.8;130;249
God Forbid a Worse Thing Should Happen;7.9;107;1028
Purity;5.1;97;126
Missy;7.2;71;456
Manasarovar;7.0;90;6
Devrai;7.8;108;555
White Hotel;6.5;90;763
State Property: Blood on the Streets;4.6;94;124
Man of the Crowds;6.9;90;626
Secret Pleasures;4.6;90;1156
12 Hours;6.3;89;884
One Day in August;6.6;106;847
Panic;6.6;88;803
The Garth Method;4.8;82;272
Ã�?rido Movie;6.8;100;430
Santa's Slay;5.4;78;65
Fallo!;5.0;120;680
Mendy;5.4;90;1243
A Wacky Switch;5.8;105;764
Blek Giek;6.1;100;657
American Psycho;7.6;101;562
Storm;5.7;110;206
Boss'n Up;4.8;88;390
Tin sang yat dui;6.0;98;1050
UV;5.6;102;866
City Teacher;5.8;99;1101
A Change of Heart;6.7;112;873
Moon on the Snow;7.2;87;983
Yesterday's Not Tomorrow;6.5;56;1276
The Waiting Room;6.5;92;648
The Demo Crew;5.3;108;504
Rh+;2.6;90;1238
As TranÃ§as de Maria;7.0;85;1179
Last Love First Love;6.4;94;1024
Nazi Gold in Argentina;6.5;93;604
The Unknown;5.4;91;1266
Into the Picture Scroll: The Tale of Yamanaka Tokiwa;8.1;100;171
Canvas;6.6;101;592
Ways of Rebetiko;8.0;66;685
Nos stars;7.3;60;347
Lump of Sugar;6.4;123;1063
Mein Vater, die Tunte;4.6;92;642
Aashiq Banaya Aapne: Love Takes Over;4.3;115;761
Boltneck;4.7;92;745
Got 2 Believe;6.8;113;148
Adam and the Devil;6.5;100;294
Muay thai - Nai khanom tom;5.7;123;699
To Chase a Million;6.4;97;269
The Dervish;6.2;132;1025
El florido pensil;5.1;80;474
Another Gay Movie;4.9;92;225
Silver Mask;5.9;130;334
Disconnect;4.3;112;345
Andre the Magnificent;6.7;90;817
Cremaster 3;7.1;182;1187
Happy Feet;6.4;108;223
In the Line of Fire;4.2;45;527
My Brother;5.5;100;762
L'homme qui marche;7.2;83;634
Very Annie Mary;6.7;104;474
Armbryterskan frÃ¥n Ensamheten;6.5;78;939
The Wooden Box;6.1;107;1097
The Pinochet Case;7.4;110;440
Local Boys;6.7;102;150
Call Me Genie;4.1;85;649
Anger Management;6.3;106;1067
Angelus;6.9;103;685
The Garden;4.6;92;229
Kabaddi Kabaddi;6.8;137;122
The Last Man;5.2;95;753
Super Sucker;4.4;93;405
Passengers;5.9;93;552
Night at the Museum;6.4;108;724
Yaadein...;4.4;171;130
I Am Emma;6.8;87;205
Stormy Night;7.0;110;1239
Butterfly Kiss;4.8;105;524
Kedma;5.8;100;78
Crime Spree;6.5;105;574
Los nombres de Alicia;5.5;102;727
Nothing So Strange;5.9;82;143
Tapestry of Shadows;7.5;100;139
Going the Distance;5.6;93;595
Sweet Underground;8.4;98;730
The Range;7.6;85;1190
Season of the Hunted;3.0;96;585
Chick Flick: The Miracle Mike Story;8.0;55;1082
Natale in India;3.5;96;1220
Circles;5.6;125;210
Mutt Boy;6.3;101;754
Die rote Zora;5.4;99;1312
Bullfighter;2.1;90;364
Leaving L.A.;8.5;88;114
Zindagi Khoobsoorat Hai;5.7;126;25
Mario's Story;7.6;98;925
Ice Age: The Meltdown;6.8;91;840
Trigger;5.1;78;503
What Planet Are You From?;5.6;105;631
Monte Carlo;6.4;85;1185
Lustre;6.3;81;321
Burning Dreams;7.4;75;28
Kaena: The Prophecy;6.0;85;1105
Agata and the Storm;6.5;125;850
I Believe in America;5.5;101;1028
Krystal;5.5;90;290
The Scam Artist;5.9;76;1044
God on My Side;6.6;76;971
Doktor ludosti;6.8;85;687
So Faraway and Blue;6.5;78;58
Generic Thriller;4.3;81;145
Crossed;4.8;83;1190
Mala racha;7.3;65;938
Liberty Kid;6.4;92;571
Oil on Ice;7.8;56;256
The Halo Effect;5.8;97;114
The Future Is Not What It Used to Be;7.8;52;600
Universal Remote;3.4;78;745
Emigrants;5.9;85;330
Love Collage;6.4;111;1142
Axegrinder;5.3;82;720
Westend;7.1;89;545
Interkosmos;6.0;71;1076
KÃ¼Ã§Ã¼k Kiyamet;6.3;90;1349
Be Somebody;6.2;101;388
Frau2 sucht HappyEnd;6.2;96;36
La derniÃ¨re incarnation;3.7;92;748
Rules of Dating;6.4;121;935
Dragon Wars: D-War;3.5;107;153
A World Without Thieves;7.2;113;193
L'estate del mio primo bacio;5.5;84;603
Actors Anonymous: The Truth Behind the Dream;7.8;60;506
A Utopia do Padre Himalaya;8.5;52;479
Greasewood Flat;6.6;121;85
Nicholas Nickleby;7.1;132;367
Vakkalathu Narayanankutty;5.3;144;1198
The Basque Ball: Skin Against Stone;7.1;110;252
Invitation to a Suicide;6.7;85;687
El Ã¡ngel del acordeon;5.3;90;936
Farewell, My Love;4.5;90;1330
Bombing;6.3;60;749
Ã‡inliler Geliyor;3.3;98;99
The Truth About Gay Sex;5.8;51;109
The Royal Tenenbaums;7.6;110;517
14-feb;5.2;140;519
Les rois mages;5.6;102;298
Seven Swords;6.1;153;726
Lent;6.3;95;481
The Descent of Walter McFea;7.8;85;1304
Henry May Long;8.0;100;1159
En Route to Baghdad;7.7;56;525
Expect a Miracle;4.5;94;294
Danny Roane: First Time Director;4.5;83;1261
Last Night on Earth;2.6;70;1332
A Simple Promise;5.0;95;109
La carbonara;6.0;100;1240
The White Dragon;5.7;93;437
Chicken Little;5.7;81;188
Standing in the Shadows of Motown;7.9;108;726
Better Luck Tomorrow;7.0;101;814
Bloody Sunday;7.6;107;1247
Going Shopping;5.2;106;243
Mido mashakel;4.6;100;291
The Secret Philosophy;7.8;90;1087
The Rage in Placid Lake;6.9;89;259
The Salton Sea;7.1;103;1160
Christmas Nightmare;4.0;90;1281
Death Defying Acts;5.8;97;248
Sleepwalkers;6.7;102;124
Penetration Angst;4.0;102;927
Mr. Hell;2.5;102;378
Deal;5.4;85;405
Red White Black & Blue;7.0;87;1016
Peacock;7.6;136;340
Chiamami SalomÃ¨;5.0;96;1040
The Sunflowers;9.2;98;1086
First Love;6.9;113;89
Tiovivo c. 1950;6.4;150;291
Pollock;7.0;122;172
Arctic Son;8.1;75;257
Unbreakable Minds;8.5;55;182
Kerala Varma Pazhassi Raja;7.6;195;313
Grateful Dawg;7.2;81;1270
As the Shadow;5.9;87;838
Oscar AlemÃ¡n, vida con swing;8.0;95;897
O Martelo de Vulcano;4.9;85;1037
Due come noi, non dei migliori;5.9;109;721
Mars;6.3;100;570
The Mars Underground;7.8;84;1114
Chand Sa Roshan Chehra;4.8;120;195
Darling Darling;6.0;155;174
Cose da pazzi;6.5;91;1186
Hungama;7.5;153;995
Goddess of Mercy;6.5;110;91
Fancy Dancing;5.8;91;197
RV;5.5;99;295
Meeting Resistance;7.7;84;698
Adrenaline Hunters: The Movie;7.9;52;853
SztornÃ³;6.4;93;794
No Maps for These Territories;7.3;89;921
ApÃ¡m beÃ¡julna;3.3;90;667
Pursuit of Happyness;7.6;60;556
Groove;6.6;86;815
Titillating Steven;7.5;83;1199
Congo river, au-delÃ  des tÃ©nÃ¨bres;7.6;116;1132
Prince of Persia: The Sands of Time;6.6;116;1227
Gifted Beauties;6.9;52;718
Purely Coincidental;6.8;92;801
Mystic River;7.9;138;1170
Executive Protection;6.4;112;537
A View from Eiffel Tower;4.8;92;859
The Fiesta Grand;4.7;95;418
Hitler's Women;5.7;50;587
En el nombre del padre;8.9;80;598
Sister's Keeper;7.8;90;1147
The Last Zapatistas, Forgotten Heroes;8.0;70;978
T'choupi;6.1;70;922
Samurai Commando Mission 1549;5.0;119;19
Ticket to Jerusalem;4.3;85;407
Intimate Stories;7.4;92;1264
Sleepy Hollow High;2.7;90;210
Chicks with Sticks;5.2;86;367
The Tuner;7.6;154;533
Carbuncle;7.5;89;701
This Winter;7.1;90;260
Connecting Dots;6.7;95;788
Catcher: Cat City 2;5.2;90;47
King Ubu;6.5;90;1006
Dangerous Parking;6.6;110;504
HÃ¥kan BrÃ¥kan & Josef;3.8;82;1057
Women's Expectations;5.1;82;823
Starsky & Hutch;6.1;101;191
Zathura: A Space Adventure;6.2;101;703
Thenkasipattanam;7.5;150;553
Lautlos;6.5;94;871
Falco - Verdammt, wir leben noch!;6.8;109;1237
All Souls Day: Dia de los Muertos;3.7;88;465
Dr. Dolittle 2;4.7;87;497
Love Undercover 3;3.7;101;520
Please Don't Go;5.4;95;323
Cahoots;5.9;108;1266
My Mom's New Boyfriend;5.3;119;90
Attagasam;6.4;157;1059
Les gens honnÃªtes vivent en France;4.0;94;248
Love Is All;7.0;110;199
Trigger Man;4.6;80;572
La cloche a sonnÃ©;4.7;95;565
Funuke Show Some Love, You Losers!;7.1;112;1145
Life During Wartime;6.4;98;160
Nacho Libre;5.8;92;393
Fatal Decision;6.1;162;221
Family Ties;6.0;100;266
The Dope;4.3;93;902
Olhar o Cinema PortuguÃªs: 1896-2006;5.5;55;1043
Afghan Muscles;7.4;58;1250
Royal Bonbon;6.8;85;1066
Fallen Angels;4.0;97;43
Road to Red;4.0;120;828
All Night Bodega;6.7;91;990
Social Genocide;7.9;120;597
The Naked: A Psychological Film;3.8;89;611
Darwaza;4.2;84;474
Ten Minutes Older: The Trumpet;7.2;92;526
The Other Side;5.2;92;308
Number One, Longing. Number Two, Regret;6.3;98;396
The Dog Problem;6.3;88;183
The Third Wheel;5.5;91;1307
Salt;5.0;83;431
Pushing the Envelope;6.0;75;1095
Police;6.7;113;1193
The Testaments: Of One Fold and One Shepherd;8.0;67;369
In Your Eyes;6.7;92;469
No End in Sight;8.2;102;381
Exile Family Movie;6.3;93;972
Kabei: Our Mother;7.5;133;262
South of Heaven;6.2;97;81
Nakreceni, czyli szolbiznes po polsku;5.7;78;414
Double Vision;6.4;113;1021
Little Black Book;5.3;107;366
Deep Water;7.8;93;341
Mexico City;5.4;90;324
Come Sweet Death;7.6;107;1195
Drowning;7.9;80;501
Drum;6.5;94;985
Boesman and Lena;6.1;90;956
Kopps;6.7;90;214
Koi... Mil Gaya;7.1;171;586
True Stories;6.4;75;1287
Tennessee;5.5;99;1273
Last Stand;5.4;92;1150
Il segreto del giaguaro;4.2;95;510
Someone to Run With;7.1;118;827
Behind the Sun;7.6;105;749
Tsuribaka nisshi 16;7.4;115;701
The Great Conspiracy: The 9/11 News Special You Never Saw;7.0;70;615
Still Looking for Morphine;6.5;119;824
Insight of Evil;2.9;82;243
Boynton Beach Club;6.4;105;102
Die Kinder sind tot;7.5;80;280
Megasandesam;4.5;170;931
Pinochet's Children;7.1;83;674
Beauty Remains;5.3;87;446
Speeder Kills;7.8;84;414
How She Move;3.5;94;498
Dark Water;6.7;101;460
Alien vs. Predator;5.6;101;462
Boss;4.3;151;358
Anita Takes a Chance;6.3;89;711
Bon Voyage;6.7;114;473
Daybreak;7.8;90;1057
The Red Cockatoo;6.8;128;61
American Splendor;7.4;101;1071
Tokyo Joe: The Man Who Brought Down the Chicago Mob - Mafia wo utta otoko;4.5;93;1268
Byc kwiatem;8.8;50;270
Erkan & Stefan gegen die MÃ¤chte der Finsternis;4.1;80;747
Cinematographer Style;7.1;86;1088
Hand of God;8.8;96;1024
House of the Tiger King;6.7;105;146
Lalli Johns;7.7;86;343
Doll Graveyard;4.2;71;369
Pluie d'espoir;7.8;120;320
Hamburger Lektionen;7.6;133;1164
All About Love;5.3;90;525
Nosotros;7.5;71;140
Kounandi;8.5;49;852
The Story of X-Circle;6.1;106;277
Opie Gets Laid;4.6;75;111
Being Michael Madsen;5.3;90;288
Daybreak;4.0;94;1174
Winter Solstice;6.1;90;562
The Shelter;4.4;100;504
Green Hearts;5.0;96;218
One or the Other;6.6;88;1216
Sleepwalk;6.1;98;248
NÃ¤kkÃ¤lÃ¤;8.0;88;289
Fighting for Love;6.0;102;603
FaÃ§ade;6.9;89;198
7th Heaven;7.6;60;24
Quo Vadis, Baby?;6.2;102;1236
Protection;6.9;77;1203
Broken;4.7;110;108
Blue Gate Crossing;7.3;85;188
Dementia: An Experiment in Terror;7.5;85;633
Abduction: The Megumi Yokota Story;8.0;85;231
The Ballad of PonyBoy;7.9;65;1161
The Last Report on Anna;6.4;103;232
PrimeMates;6.6;82;3
The Trespasser;7.1;97;1078
Cool!;5.3;89;639
Mongkok Teenage;2.7;88;1245
Forest Walkers;6.1;95;274
Tart;4.8;94;1175
Negro Che: Los primeros desaparecidos;7.5;88;900
ErÃ©ndira la indomable;6.9;117;1053
Australian Rules;6.7;95;999
Cotton Candy;6.4;49;898
Bas Itna Sa Khwaab Hai...;3.8;169;305
Ghost Delivery;3.7;85;744
Knowing;6.2;121;289
NASCAR: The IMAX Experience;6.9;48;463
Ghost Shout;2.7;103;722
Take Me Away;5.8;90;846
Vesham;5.9;148;203
A Dog Called Pain;7.1;90;930
La historia del baÃºl rosado;6.1;97;132
Memoirs of a Geisha;7.4;145;1076
Veneno Cura;5.6;90;1331
Mekhong Full Moon Party;7.3;119;284
Ignition;5.1;99;191
The Journey;6.8;107;721
Sweetie Pie;2.5;85;1045
Rus Gelin;3.7;101;1013
Cargo;5.0;95;1243
Truth About Kerry;5.2;84;914
MA 2412 - Die Staatsdiener;5.1;97;958
Rats and Rabbits;5.0;90;5
Voices from the Heartland: Slaves of the Lord;7.3;50;1129
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland;6.1;100;765
Looking for Sunday;7.2;90;1063
Klimt;5.2;131;327
Gunnar Goes Comfortable;6.9;75;722
Returning Mickey Stern;5.7;92;522
Michael and Claire: A Portrait of Love and Dreams;3.3;92;1064
When Boys Fly;5.4;60;1235
Piratas en el Callao;4.2;78;1325
Nightmare;5.2;111;929
Aristide and the Endless Revolution;8.1;84;964
Starter for 10;6.7;92;1224
Getting Gilliam;6.5;45;1269
Sexina;2.5;90;560
A Snake's Tail;8.1;74;450
Listen with Pain;8.0;57;736
The Bet;5.6;92;223
Last Wedding;6.1;100;764
Blood;4.6;84;620
Breaking the Maya Code;7.6;116;627
Dreaming of Space;6.7;90;297
Missionary Positions;6.9;80;1001
Macbeth 3000: This Time, It's Personal;6.4;120;311
The Shape of Evil;5.9;80;262
The Sobbing Stone;1.4;76;1117
I Am Not What You Want;6.2;49;1367
Ant-Man;7.3;117;96
Bhagam Bhag;6.4;157;104
King's Highway;6.5;113;1102
Live Show;7.2;110;741
Ghost World;7.3;111;667
The Year Zero;6.1;85;383
More Ants in the Pants;4.6;85;813
Lost Treasure;3.9;85;872
How My Mother Gave Birth to Me During Menopause;6.4;99;1113
Tsatsiki: Friends Forever;4.8;89;710
Malevolent;5.3;95;391
A Outra Margem;7.1;106;1198
Expulsion from Paradise;5.2;124;576
Dhadkan;6.5;161;172
Encounters on the Milky Way;7.4;94;71
AdiÃ³s querida luna;5.6;100;223
Kettle of Fish;5.2;97;342
Separation Anxiety;6.9;87;536
On the Edge;7.0;85;403
The One;5.9;87;215
Z: A Zombie Musical;5.3;98;486
Tokyo 10+01;4.9;70;974
Bragging Rites: The Carolina-Clemson Rivalry;8.3;75;497
Brass Tacks;7.9;96;1022
Song of Songs;4.6;81;1218
Halcones;8.5;68;605
Mariken;6.4;92;172
OperaciÃ³n GÃ³nada;3.7;80;786
Cruz de sal;4.1;96;1297
Squirrel Trap;7.6;78;761
Who Needs Sleep?;7.0;78;1156
Hit Them Hard!: The Brazilian Fighter Squadron in World War II;7.2;112;750
X-Kids;6.3;90;645
The Man Who Sold the World;6.4;96;468
Si sos brujo: A Tango Story;7.8;79;1069
They Fought Back!;2.7;120;1012
The Godfather of Green Bay;5.6;90;1016
Sobhraj, or How to Be Friends with a Serial Killer;6.4;70;1058
Impact;9.0;92;1244
Bare pÃ¥ jobb;5.4;90;1051
Ravenswan;7.8;96;622
Season of the Samurai;7.3;91;533
American Stag;5.7;70;439
Eli Parker Is Getting Married?;6.7;91;874
Urban Mythology;7.0;109;220
Mobsters and Mormons;6.2;90;262
Brotherhood;8.4;74;587
Nightwatching;6.5;134;156
A Good Baby;6.8;87;850
Johnson Family Vacation;4.5;97;46
A Second Chance;6.2;98;1226
The Women on Mount Ararat;5.9;85;319
Haasil;7.6;160;1071
Casa de los babys;6.3;95;707
Pocahauntus;5.6;79;1013
Je me fais rare;6.4;103;465
Evil Grave: Curse of the Maya;2.3;90;1206
Much Ado;7.0;86;352
Anja & Viktor;5.2;90;1247
Fragments of Antonin;7.1;90;763
Derevyannaya komnata;6.7;65;749
Part of the Game;6.9;111;385
SkrÃ­tek;7.0;90;285
Marta's Sex Tape;4.9;78;146
I Wanna Kiss You Once;6.6;90;1050
Series 7: The Contenders;6.5;86;1264
Pine Flat;5.3;138;453
La sociÃ©tÃ© du spectacle et ses commentaires;8.2;90;428
Change My Life;5.9;101;597
Jesus the Driver;7.0;94;1238
On Common Ground;7.8;88;1260
Jump Tomorrow;7.1;97;619
Shoot or Be Shot;5.0;90;913
Vacant Lot;7.7;108;540
Ã�?sama no kampÃ´;6.5;104;871
Looking Through Lillian;4.9;98;378
Fingerprints;5.0;95;1001
The Fast and the Furious;6.8;106;610
Gangster's Paradise: Jerusalema;7.3;119;892
I Always Come to You;8.0;90;671
Old Master Q 2001;4.7;104;1153
The Vineyard;6.6;87;427
Totem: The Return of the G'psgolox Pole;6.8;70;1138
Barking Dogs Never Bite;7.0;110;75
Without Her;5.5;102;728
The Origins of AIDS;8.2;92;38
Buck Naked Arson;4.4;85;1143
Sexo, amor y otras perversiones;6.0;100;1234
Ca-bau-kan;7.1;120;70
Social Misfits;3.6;115;470
Pomegranate;7.0;95;223
Actors;5.9;103;447
The Scare Hole;4.7;101;939
Showtime;5.5;95;1163
Nasty Brats;4.6;85;171
Recoil;7.7;96;916
Le direct avant la lettre;6.8;50;1186
Choropampa, el precio de oro;8.2;75;1349
Urk;8.8;73;1317
Speakeasy;4.5;86;888
4 Elements;7.6;89;122
The Fourth Dimension;6.7;87;639
Se noghta;6.6;58;327
King of Beggars;4.9;99;974
Beautiful Dreamer;6.3;90;313
(Entre nous);4.2;82;271
Handcuff King;6.4;94;52
Lost Love;5.9;115;593
Paradise Lost;8.3;54;72
Hotel TÃ­voli;5.5;112;141
Nebyt dnesni;6.6;110;936
Rishtey;4.6;164;1208
License to Wed;5.3;91;848
The Memsahib;6.5;101;1087
Bangkok Robbery;5.6;115;267
Alimentation gÃ©nÃ©rale;7.2;84;155
Far Away;6.6;74;112
Resin;8.4;87;402
A Walk to Remember;7.4;101;799
Freddy Got Fingered;4.7;87;1051
Tlatelolco: las claves de la masacre;8.1;58;742
The Insane Flew Away;5.9;111;783
Save Me;6.7;96;929
Mountain Patrol;7.6;85;444
Silver Hawk;5.1;99;713
The Little Bird Boy;6.1;77;702
Lorelei: The Witch of the Pacific Ocean;5.3;128;1008
Our House;7.2;83;803
Seaside, Dusk;6.6;91;572
Someone Like Hodder;5.9;80;1089
The Golden Bowl;5.9;130;536
Balkan Inventory;6.5;63;496
Basic;6.5;98;905
Les irrÃ©ductibles;5.5;105;1114
Horst Buchholz... mein Papa;7.8;90;852
Pact with the Devil;3.7;89;82
The Tree of Life;6.8;139;767
The Rainmaker;7.4;86;559
Seducing Maarya;4.7;107;578
Red Eye;6.4;85;493
Blue Skin;8.1;90;359
The Flip Side;6.3;80;54
Flirt;5.8;90;527
Memento;8.4;113;188
The West Wittering Affair;3.9;92;366
Planta 4Âª;7.0;100;1319
No Reservations;6.3;104;47
Ira;5.8;90;746
ZA 05. Lo viejo y lo nuevo;9.2;77;979
Thief or Reality;6.3;83;1133
The Last Round;7.4;90;287
My Father;6.6;100;964
The View from Greenhaven;7.4;101;337
The Blue Elephant;6.0;88;696
Unsung Heroes;8.9;95;26
Death Rode Out of Persia;6.7;90;1087
Caracas Onto Death;6.9;91;1257
Try Me;6.0;90;744
I Trust You to Kill Me;7.3;105;774
Doraemon the Movie: Nobita's Dinosaur;7.0;107;719
When the Right One Comes Along;6.4;78;338
Tabriz: Images from the Forgotten World;7.5;60;657
Spy Kids 3-D: Game Over;4.3;84;1261
Padiglione 22;4.6;82;1334
Twelfth Night;4.5;99;733
The Magical Life of Long Tack Sam;7.4;90;777
The Time Machine;6.0;96;108
Children;7.3;93;689
Uno;6.8;103;1137
HerminamezÃ¶ - SzellemjÃ¡rÃ¡s;6.8;77;1335
November;5.5;73;596
People's Protector;7.6;158;803
Rave Macbeth;4.4;87;779
Gerente en dos ciudades;4.8;90;1173
The Fall of Abdulhamit;5.7;121;65
Marias menn;5.3;79;161
The Attic Expeditions;5.0;100;1144
A Life Without Pain;6.8;73;919
ChatÃ´ - The King of Brazil;6.0;102;3
Minority Report;7.6;145;1097
Crossing the Bridge: The Sound of Istanbul;7.9;90;1013
Net Worth;6.1;94;226
3 Extremes II;6.2;140;1108
Treasure Island Kids: The Battle of Treasure Island;4.4;101;208
The Conrad Boys;6.0;94;819
Bang Bang Orangutang;4.9;106;459
It's My Life;8.3;75;475
Looking for Prince Charming;5.8;80;15
Werner - Gekotzt wird spÃ¤ter!;5.6;76;67
Railed;7.7;78;193
Oui, mais...;6.6;104;641
A Common Thread;6.9;89;1032
The Key for Determining Dwarfs or The Last Travel of Lemuel Gulliver;7.6;58;1074
Copacabana;5.8;56;220
Do It;7.8;97;130
Shyamol Chhaya;8.5;110;791
Indiana Jones and the Kingdom of the Crystal Skull;6.1;122;630
Simsons;7.3;113;86
Fartovyy;5.8;93;1177
Manoro;6.5;75;1104
Cold Fish;3.7;91;738
Lost Generation;5.6;200;756
Felicidades;7.2;100;322
UnCivil Liberties;6.0;110;275
Troublesome Night 18;4.2;84;703
Vellinakshatram;4.8;156;345
Desire;4.7;89;532
Moscow;6.4;139;924
X;5.7;100;176
Blessed;4.2;94;189
Mientras tanto;6.1;92;1187
Misuzu;6.2;105;283
A PaixÃ£o de Jacobina;4.0;103;160
The Trip;7.1;95;39
Dil Jo Bhi Kahey...;4.6;144;519
Nevalyashka;5.6;92;1158
Omfavn mig mÃ¥ne;5.6;89;661
The Substance of Things Hoped For;7.6;105;72
Love;6.5;90;1090
Sparrow;6.7;87;832
Aileen: Life & Death of a Serial Killer;7.1;93;342
A Family;7.0;95;499
When She Jumped;5.2;97;587
A Swiss Rebel. Annemarie Schwarzenbach 1908-1942;8.2;58;600
Underground;4.3;95;107
The Art of AmÃ¡lia;8.5;90;1320
Outside Sales;5.2;90;628
Welcome to Collinwood;6.4;86;793
Cirque du Freak: The Vampire's Assistant;5.8;119;337
Perfect Lover;4.3;92;1000
Easter in Bunnyland;5.3;50;1246
Gomeda;2.2;83;268
Noora (The Kiss of Life);7.0;83;273
Pentamagica;4.5;95;1306
Rollo and the Woods Sprite;6.3;92;1103
The Man Who Loved Haugesund;6.2;60;1249
Children of Petroleum;6.8;90;792
Occupation: Dreamland;7.2;78;251
Nine Miles Down;5.4;86;317
Time and Tide;6.6;81;631
The Bricklayer;6.8;95;918
Balloon Club Revisited;6.6;93;1137
The Whole Body and the Little Finger;4.0;109;398
Greece: Secrets of the Past;7.1;45;634
Awaken the Dead;2.4;102;1180
Township;2.9;90;803
Manolito Gafotas en Â¡Mola ser jefe!;3.3;92;862
Vinodayathra;7.1;130;230
Cocked;8.6;52;807
Mr. Housewife;6.1;107;473
Falling;5.6;105;1228
Kukumi;6.6;107;111
Mud;5.4;97;1109
Come si fa un Martini;6.1;98;225
Out Cold;6.4;89;1077
Habana Blues;7.1;115;679
Pyaasa;3.3;137;14
Vida en Marte;7.0;73;1041
The Spirit;4.8;103;38
Velvet Revolution;3.2;117;942
Cargo;5.5;84;614
Quartier Lacan;4.9;118;890
Find Love;6.1;77;91
BP;7.1;70;394
Lavoe;7.5;90;35
Cover Boy... Last Revolution;6.8;93;84
Trio;5.9;102;498
39: A Film by Carroll McKane;6.0;90;1246
Deadline;8.6;45;890
Easy Skanking;5.7;107;346
Would I Lie to You? 2;6.3;105;1218
Open Hearts;7.5;113;38
Under the Ceiling;6.1;100;131
The Man of My Life;6.6;114;1278
Check and Mate;5.7;98;946
One, Two, Many;3.5;88;757
Woh lamhe...;6.5;156;453
Under the Skin of the City;7.3;92;663
Lammbock;7.3;93;1058
Reykjavik Guesthouse: Rent a Bike;5.8;78;1300
GarÃºa;7.1;91;841
My Girl and I;7.2;97;1248
Siempre dÃ­as azules;8.2;75;410
No Place Like Home;4.9;85;162
Mouth to Mouth;6.2;103;263
Starbuck Holger Meins;5.0;90;1320
Happy Birthday;6.4;107;171
Rooms for Rent;4.6;100;796
At kende sandheden;7.3;98;901
Acrimony;5.8;85;670
Mercy;5.4;117;1209
DÃ¶ngel KÃ¢rhanesi;5.6;92;695
Walk Hard: The Dewey Cox Story;6.8;96;374
The Elf Who Didn't Believe;3.4;90;874
Elf;7.0;97;433
37 Uses for a Dead Sheep;7.3;84;168
Lo mejor de cada casa (una semana en el parque);7.2;117;653
The Art of Woo;3.8;97;614
Agninakshathram;3.0;136;597
When Grandpa Loved Rita Hayworth;6.9;90;350
Vereda tropical;4.8;106;1161
Prime;6.2;105;528
Eight Candles;7.4;70;1355
Fukssvansen;6.0;90;504
Scrivilo sui muri;4.3;89;1280
Moonnamathoral;5.5;132;1288
dot.CON;4.3;87;124
Giraffes;7.2;115;588
The Law of Enclosures;6.0;111;860
Entreatos;7.9;117;592
Taken;7.4;72;190
Kiss the Bride;5.6;100;1275
Kinder Garden;5.1;72;462
Made in Jamaica;6.7;120;1278
Island of Lost Souls;5.7;100;624
Paul dans sa vie;7.9;103;519
This Is Not a Film;5.7;88;856
Gambling Divinity;5.3;65;4
The Legend of Suriyothai;6.5;185;264
Trembling Before G-d;6.9;94;75
Blue in Green;7.6;91;685
Blind Flight;6.8;97;179
Lincoln;7.3;150;1270
Tootie's Last Suit;8.3;93;1028
Tehran 7:00 a.m.;7.0;85;1203
The Prince and the Pauper;6.6;86;359
The Cost of Living;5.9;100;1328
Annayya;6.6;157;192
Closer to Death;7.0;100;1308
Que lo pague la noche;6.2;80;984
The Dukes;6.1;96;162
The Borgia;6.1;120;970
The Cure;6.7;55;902
Soraida, une femme de Palestine;8.2;120;29
Mi casa es tu casa;7.0;90;453
Blood of Beasts;4.0;90;833
Dongodu;4.9;144;520
